Order ID,Order Date,Ship Date,Customer Name,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-3122,2022-03-30 10:00:00,2022-03-31 10:00:00,Charlie,West,Furniture,Chairs,Desk,937.12,2,,268.84
ORD-3123,2022-03-30 11:00:00,2022-03-31 11:00:00,Eva,South,Office Supplies,Accessories,Paper,960.15,8,,255.24
ORD-3124,2022-03-30 12:00:00,2022-03-31 12:00:00,Eva,West,Furniture,Binders,Stapler,969.28,1,0.2,94.58
ORD-3125,2022-03-30 13:00:00,2022-03-31 13:00:00,David,West,Office Supplies,Chairs,Paper,629.39,2,0.2,473.34
ORD-3126,2022-03-30 14:00:00,2022-03-31 14:00:00,Eva,Central,Office Supplies,Accessories,Printer,390.86,1,0.0,-8.07
ORD-3127,2022-03-30 15:00:00,2022-03-31 15:00:00,Alice,East,Furniture,Binders,Stapler,,5,0.2,204.39
ORD-3128,2022-03-30 16:00:00,2022-03-31 16:00:00,Alice,Central,Office Supplies,Phones,Printer,391.69,7,0.0,16.34
ORD-3129,2022-03-30 17:00:00,2022-03-31 17:00:00,David,South,Technology,Accessories,Pen,943.53,6,0.3,
ORD-3130,2022-03-30 18:00:00,2022-03-31 18:00:00,David,,Office Supplies,Binders,Desk,890.9,6,0.1,-166.55
ORD-3131,2022-03-30 19:00:00,2022-03-31 19:00:00,Frank,West,Furniture,Storage,Monitor,528.42,6,0.0,-167.87
ORD-3132,2022-03-30 20:00:00,2022-03-31 20:00:00,David,West,Technology,Chairs,Paper,541.64,8,0.0,367.6
ORD-3133,2022-03-30 21:00:00,2022-03-31 21:00:00,Charlie,East,Technology,Binders,Printer,315.83,5,0.3,103.99
ORD-3134,2022-03-30 22:00:00,2022-03-31 22:00:00,Eva,Central,Office Supplies,Phones,Desk,459.96,7,,38.83
ORD-3135,2022-03-30 23:00:00,2022-03-31 23:00:00,David,South,Office Supplies,Accessories,Paper,717.3,3,,225.27
ORD-3136,2022-03-31 00:00:00,2022-04-01 00:00:00,Bob,West,Furniture,Accessories,Paper,408.41,9,,291.33
ORD-3137,2022-03-31 01:00:00,2022-04-01 01:00:00,Frank,East,Technology,Accessories,Pen,196.1,3,0.0,-59.16
ORD-3138,2022-03-31 02:00:00,2022-04-01 02:00:00,Bob,South,Furniture,Phones,Pen,545.45,6,0.0,-70.2
ORD-3139,2022-03-31 03:00:00,2022-04-01 03:00:00,Alice,West,Office Supplies,Chairs,Printer,233.08,3,0.2,470.71
ORD-3140,2022-03-31 04:00:00,2022-04-01 04:00:00,Eva,South,Technology,Accessories,Desk,974.54,1,0.2,212.77
ORD-3141,2022-03-31 05:00:00,2022-04-01 05:00:00,David,East,Furniture,Chairs,Monitor,396.44,1,0.1,73.08
ORD-3142,2022-03-31 06:00:00,2022-04-01 06:00:00,Bob,East,Furniture,Binders,Printer,910.57,3,0.1,361.01
ORD-3143,2022-03-31 07:00:00,2022-04-01 07:00:00,Eva,South,Furniture,Storage,Paper,233.3,4,0.2,167.61
ORD-3144,2022-03-31 08:00:00,2022-04-01 08:00:00,Alice,Central,Furniture,Storage,Paper,197.32,2,0.0,-30.84
ORD-3145,2022-03-31 09:00:00,2022-04-01 09:00:00,Charlie,South,Furniture,Chairs,Stapler,620.73,9,0.3,-55.29
ORD-3146,2022-03-31 10:00:00,2022-04-01 10:00:00,Frank,West,Technology,Chairs,Desk,781.59,8,0.2,77.8
ORD-3147,2022-03-31 11:00:00,2022-04-01 11:00:00,,Central,Furniture,Storage,Stapler,571.1,3,0.0,401.93
ORD-3148,2022-03-31 12:00:00,2022-04-01 12:00:00,Eva,West,Technology,Accessories,Pen,237.5,7,0.2,-156.99
ORD-3149,2022-03-31 13:00:00,2022-04-01 13:00:00,Charlie,,Furniture,Tables,Monitor,47.52,4,,-47.03
ORD-3150,2022-03-31 14:00:00,2022-04-01 14:00:00,Eva,Central,Office Supplies,Tables,Printer,622.11,5,0.2,425.21
ORD-3151,2022-03-31 15:00:00,2022-04-01 15:00:00,Alice,West,Office Supplies,Phones,Paper,139.73,4,,-114.79
ORD-3152,2022-03-31 16:00:00,2022-04-01 16:00:00,Alice,South,Furniture,Storage,Desk,349.74,9,0.0,240.74
ORD-3153,2022-03-31 17:00:00,2022-04-01 17:00:00,Charlie,South,Office Supplies,Storage,Paper,679.03,7,,-50.54
ORD-3154,2022-03-31 18:00:00,2022-04-01 18:00:00,Frank,Central,Technology,Phones,Pen,107.04,4,0.2,224.11
ORD-3155,2022-03-31 19:00:00,2022-04-01 19:00:00,David,South,Furniture,Tables,Stapler,135.98,8,,
ORD-3156,2022-03-31 20:00:00,2022-04-01 20:00:00,Bob,East,Technology,Binders,Stapler,71.05,2,0.3,-128.83
ORD-3157,2022-03-31 21:00:00,2022-04-01 21:00:00,David,West,Furniture,Accessories,Printer,996.12,7,,207.73
ORD-3158,2022-03-31 22:00:00,2022-04-01 22:00:00,Eva,West,Office Supplies,Accessories,Desk,393.21,1,,278.13
ORD-3159,2022-03-31 23:00:00,2022-04-01 23:00:00,,South,Technology,Binders,Pen,906.74,8,0.1,276.19
ORD-3160,2022-04-01 00:00:00,2022-04-02 00:00:00,Charlie,South,Office Supplies,Binders,Desk,300.65,6,0.3,245.92
ORD-3161,2022-04-01 01:00:00,2022-04-02 01:00:00,Charlie,East,Office Supplies,Tables,Printer,755.67,5,0.0,150.16
ORD-3162,2022-04-01 02:00:00,2022-04-02 02:00:00,Frank,Central,Furniture,Phones,Pen,226.88,9,,163.63
ORD-3163,2022-04-01 03:00:00,2022-04-02 03:00:00,Bob,,Technology,Binders,Pen,503.34,9,0.3,244.95
ORD-3164,2022-04-01 04:00:00,2022-04-02 04:00:00,Alice,South,Office Supplies,Phones,Stapler,826.37,3,0.0,283.18
ORD-3165,2022-04-01 05:00:00,2022-04-02 05:00:00,Bob,South,Furniture,Chairs,Stapler,818.17,9,0.3,258.41
ORD-3166,2022-04-01 06:00:00,2022-04-02 06:00:00,Eva,South,Furniture,Accessories,Stapler,796.34,9,0.1,210.86
ORD-3167,2022-04-01 07:00:00,2022-04-02 07:00:00,Alice,West,Furniture,Tables,Paper,825.5,2,0.0,-90.91
ORD-3168,2022-04-01 08:00:00,2022-04-02 08:00:00,Charlie,South,Office Supplies,Accessories,Monitor,219.36,5,0.0,-52.57
ORD-3169,2022-04-01 09:00:00,2022-04-02 09:00:00,Bob,West,Furniture,Tables,Stapler,487.39,2,,-17.84
ORD-3170,2022-04-01 10:00:00,2022-04-02 10:00:00,David,South,Technology,Chairs,Monitor,490.02,1,0.2,443.76
ORD-3171,2022-04-01 11:00:00,2022-04-02 11:00:00,Frank,Central,Technology,Accessories,Monitor,891.6,7,0.0,331.58
ORD-3172,2022-04-01 12:00:00,2022-04-02 12:00:00,David,East,Office Supplies,Chairs,Desk,303.92,4,0.0,187.01
ORD-3173,2022-04-01 13:00:00,2022-04-02 13:00:00,Frank,Central,Technology,Tables,Printer,932.18,5,0.1,-23.56
ORD-3174,2022-04-01 14:00:00,2022-04-02 14:00:00,Eva,South,Furniture,Binders,Paper,456.29,4,0.1,-122.38
ORD-3175,2022-04-01 15:00:00,2022-04-02 15:00:00,David,South,Office Supplies,Accessories,Monitor,673.09,6,0.1,429.13
ORD-3176,2022-04-01 16:00:00,2022-04-02 16:00:00,Bob,South,Furniture,Chairs,Paper,276.19,2,,424.87
ORD-3177,2022-04-01 17:00:00,2022-04-02 17:00:00,Bob,Central,Office Supplies,Storage,Desk,416.2,8,0.0,
ORD-3178,2022-04-01 18:00:00,2022-04-02 18:00:00,David,South,Office Supplies,Accessories,Stapler,712.7,4,0.1,358.05
ORD-3179,2022-04-01 19:00:00,2022-04-02 19:00:00,Bob,Central,Furniture,Accessories,Pen,517.62,8,0.1,112.65
ORD-3180,2022-04-01 20:00:00,2022-04-02 20:00:00,Eva,West,Technology,Accessories,Monitor,931.4,3,0.3,26.78
ORD-3181,2022-04-01 21:00:00,2022-04-02 21:00:00,Alice,East,Technology,Phones,Printer,739.75,5,0.3,317.37
ORD-3182,2022-04-01 22:00:00,2022-04-02 22:00:00,Eva,East,Office Supplies,,Pen,568.76,3,0.1,230.03
ORD-3183,2022-04-01 23:00:00,2022-04-02 23:00:00,Frank,Central,Furniture,Chairs,Desk,887.8,7,,346.02
ORD-3184,2022-04-02 00:00:00,2022-04-03 00:00:00,Eva,West,Furniture,,Paper,668.9,3,0.2,-147.97
ORD-3185,2022-04-02 01:00:00,2022-04-03 01:00:00,Frank,Central,Office Supplies,Binders,Stapler,650.85,8,0.3,23.01
ORD-3186,2022-04-02 02:00:00,2022-04-03 02:00:00,Bob,West,Technology,Accessories,Paper,253.91,9,0.3,23.52
ORD-3187,2022-04-02 03:00:00,2022-04-03 03:00:00,Alice,South,Furniture,Phones,Printer,400.91,2,0.0,30.83
ORD-3188,2022-04-02 04:00:00,2022-04-03 04:00:00,Bob,West,Technology,Tables,Monitor,686.47,3,0.0,151.74
ORD-3189,2022-04-02 05:00:00,2022-04-03 05:00:00,Charlie,West,Technology,Phones,Printer,892.87,7,0.1,-1.89
ORD-3190,2022-04-02 06:00:00,2022-04-03 06:00:00,Bob,West,Office Supplies,Binders,Paper,322.39,5,0.0,111.07
ORD-3191,2022-04-02 07:00:00,2022-04-03 07:00:00,Frank,East,Office Supplies,Accessories,Paper,223.33,7,0.0,57.44
ORD-3192,2022-04-02 08:00:00,2022-04-03 08:00:00,Bob,West,Technology,Chairs,Pen,597.76,2,0.2,314.71
ORD-3193,2022-04-02 09:00:00,2022-04-03 09:00:00,Bob,South,Furniture,Storage,Printer,76.53,4,,
ORD-3194,2022-04-02 10:00:00,2022-04-03 10:00:00,Alice,South,Furniture,Accessories,Printer,717.4,1,0.1,257.54
ORD-3195,2022-04-02 11:00:00,2022-04-03 11:00:00,Bob,South,Office Supplies,Binders,Printer,706.11,5,0.2,-52.59
ORD-3196,2022-04-02 12:00:00,2022-04-03 12:00:00,Alice,West,Technology,Chairs,Stapler,361.42,8,0.1,27.85
ORD-3197,2022-04-02 13:00:00,2022-04-03 13:00:00,David,Central,Furniture,Phones,Paper,893.75,1,,
ORD-3198,2022-04-02 14:00:00,2022-04-03 14:00:00,Charlie,Central,Furniture,Tables,Desk,507.16,7,0.1,-124.14
ORD-3199,2022-04-02 15:00:00,2022-04-03 15:00:00,Alice,South,Office Supplies,Tables,Stapler,649.31,7,0.0,-14.46
ORD-3200,2022-04-02 16:00:00,2022-04-03 16:00:00,Frank,East,Technology,Accessories,Stapler,217.48,7,,-154.18
ORD-3201,2022-04-02 17:00:00,2022-04-03 17:00:00,David,Central,Furniture,Phones,Stapler,423.17,1,0.2,221.84
ORD-3202,2022-04-02 18:00:00,2022-04-03 18:00:00,Alice,West,Office Supplies,Storage,Pen,863.79,3,0.2,498.69
ORD-3203,2022-04-02 19:00:00,2022-04-03 19:00:00,Alice,Central,Furniture,Storage,Desk,,2,0.3,-129.43
ORD-3204,2022-04-02 20:00:00,2022-04-03 20:00:00,Charlie,South,Furniture,Binders,Printer,396.67,5,0.2,374.86
ORD-3205,2022-04-02 21:00:00,2022-04-03 21:00:00,Frank,East,Furniture,Tables,Pen,324.9,2,0.3,-116.83
ORD-3206,2022-04-02 22:00:00,2022-04-03 22:00:00,Eva,Central,Office Supplies,Phones,Paper,159.6,5,0.0,268.94
ORD-3207,2022-04-02 23:00:00,2022-04-03 23:00:00,Eva,Central,Technology,Accessories,Monitor,296.82,5,0.2,250.21
ORD-3208,2022-04-03 00:00:00,2022-04-04 00:00:00,Alice,South,Office Supplies,,Pen,240.44,4,,431.9
ORD-3209,2022-04-03 01:00:00,2022-04-04 01:00:00,Bob,East,Technology,Accessories,Monitor,924.36,7,0.3,
ORD-3210,2022-04-03 02:00:00,2022-04-04 02:00:00,Frank,,Furniture,Accessories,Paper,743.67,6,0.2,20.81
ORD-3211,2022-04-03 03:00:00,2022-04-04 03:00:00,David,South,Technology,Phones,Desk,322.94,2,0.0,-136.45
ORD-3212,2022-04-03 04:00:00,2022-04-04 04:00:00,Bob,West,Furniture,Tables,Monitor,765.71,4,,85.17
ORD-3213,2022-04-03 05:00:00,2022-04-04 05:00:00,Bob,Central,Furniture,Phones,Stapler,31.92,7,,438.12
ORD-3214,2022-04-03 06:00:00,2022-04-04 06:00:00,Frank,West,Office Supplies,Chairs,Pen,531.26,9,0.0,347.07
ORD-3215,2022-04-03 07:00:00,2022-04-04 07:00:00,Alice,Central,Furniture,Phones,Monitor,257.83,9,0.2,306.03
ORD-3216,2022-04-03 08:00:00,2022-04-04 08:00:00,Alice,Central,Office Supplies,Binders,Paper,123.18,3,0.1,173.12
ORD-3217,2022-04-03 09:00:00,2022-04-04 09:00:00,Alice,West,Technology,Accessories,Stapler,884.92,1,0.2,418.44
ORD-3218,2022-04-03 10:00:00,2022-04-04 10:00:00,Alice,South,Technology,,Monitor,207.35,9,0.3,114.61
ORD-3219,2022-04-03 11:00:00,2022-04-04 11:00:00,Eva,South,Furniture,Storage,Paper,824.17,8,0.3,-95.22
ORD-3220,2022-04-03 12:00:00,2022-04-04 12:00:00,Alice,Central,Office Supplies,Chairs,Desk,419.09,7,0.2,386.31
ORD-3221,2022-04-03 13:00:00,2022-04-04 13:00:00,Eva,South,Furniture,Storage,Paper,24.15,6,0.3,-4.25
ORD-3222,2022-04-03 14:00:00,2022-04-04 14:00:00,Eva,Central,Office Supplies,Accessories,Desk,735.21,7,0.1,-162.46
ORD-3223,2022-04-03 15:00:00,2022-04-04 15:00:00,Alice,South,Office Supplies,Phones,Stapler,,9,0.1,-111.77
ORD-3224,2022-04-03 16:00:00,2022-04-04 16:00:00,Charlie,,Office Supplies,Storage,Paper,350.73,6,,226.34
ORD-3225,2022-04-03 17:00:00,2022-04-04 17:00:00,David,South,Technology,Binders,Printer,,3,0.3,224.96
ORD-3226,2022-04-03 18:00:00,2022-04-04 18:00:00,Bob,East,Office Supplies,Phones,Pen,82.95,3,0.2,-17.87
ORD-3227,2022-04-03 19:00:00,2022-04-04 19:00:00,Eva,West,Technology,Accessories,Printer,942.01,4,,309.03
ORD-3228,2022-04-03 20:00:00,2022-04-04 20:00:00,Frank,East,Office Supplies,Storage,Printer,499.05,8,0.1,341.55
ORD-3229,2022-04-03 21:00:00,2022-04-04 21:00:00,Frank,West,Technology,Chairs,Printer,94.67,9,,444.35
ORD-3230,2022-04-03 22:00:00,2022-04-04 22:00:00,David,West,Technology,Storage,Pen,869.99,8,0.0,209.46
ORD-3231,2022-04-03 23:00:00,2022-04-04 23:00:00,Frank,Central,Technology,Storage,Printer,286.04,2,0.3,345.6
ORD-3232,2022-04-04 00:00:00,2022-04-05 00:00:00,Charlie,West,Furniture,Tables,Desk,211.57,4,0.2,327.17
ORD-3233,2022-04-04 01:00:00,2022-04-05 01:00:00,Frank,East,Office Supplies,Storage,Paper,288.13,4,0.1,-19.53
ORD-3234,2022-04-04 02:00:00,2022-04-05 02:00:00,Bob,East,Furniture,Accessories,Stapler,568.93,2,,17.16
ORD-3235,2022-04-04 03:00:00,2022-04-05 03:00:00,Bob,South,Office Supplies,Chairs,Printer,83.32,8,0.2,134.94
ORD-3236,2022-04-04 04:00:00,2022-04-05 04:00:00,Eva,East,Office Supplies,Accessories,Printer,486.94,3,0.3,-186.67
ORD-3237,2022-04-04 05:00:00,2022-04-05 05:00:00,Alice,South,Furniture,Binders,Stapler,896.79,2,0.2,8.18
ORD-3238,2022-04-04 06:00:00,2022-04-05 06:00:00,Charlie,West,Technology,Phones,Stapler,196.29,7,0.3,131.72
ORD-3239,2022-04-04 07:00:00,2022-04-05 07:00:00,Eva,East,Office Supplies,Storage,Printer,337.88,1,0.3,-124.35
ORD-3240,2022-04-04 08:00:00,2022-04-05 08:00:00,Charlie,West,Technology,Tables,Desk,402.16,6,0.3,-111.61
ORD-3241,2022-04-04 09:00:00,2022-04-05 09:00:00,Alice,East,Furniture,Chairs,Stapler,,3,,124.27
ORD-3242,2022-04-04 10:00:00,2022-04-05 10:00:00,Frank,East,Technology,Tables,Paper,920.06,3,0.3,311.68
ORD-3243,2022-04-04 11:00:00,2022-04-05 11:00:00,Frank,South,Office Supplies,Tables,Paper,400.59,5,0.2,383.62
ORD-3244,2022-04-04 12:00:00,2022-04-05 12:00:00,Alice,West,Office Supplies,Tables,Desk,78.46,3,0.0,
ORD-3245,2022-04-04 13:00:00,2022-04-05 13:00:00,Eva,East,Office Supplies,Storage,Pen,354.47,4,0.2,132.32
ORD-3246,2022-04-04 14:00:00,2022-04-05 14:00:00,Alice,Central,Furniture,Chairs,Monitor,198.18,3,,69.0
ORD-3247,2022-04-04 15:00:00,2022-04-05 15:00:00,David,West,Office Supplies,Chairs,Desk,655.26,7,0.3,-64.94
ORD-3248,2022-04-04 16:00:00,2022-04-05 16:00:00,Bob,West,Furniture,Tables,Printer,38.97,3,0.0,-97.41
ORD-3249,2022-04-04 17:00:00,2022-04-05 17:00:00,Eva,West,Technology,Phones,Monitor,299.01,4,,354.33
ORD-3250,2022-04-04 18:00:00,2022-04-05 18:00:00,Charlie,South,Office Supplies,Storage,Printer,549.72,2,0.1,125.5
ORD-3251,2022-04-04 19:00:00,2022-04-05 19:00:00,David,,Office Supplies,,Paper,284.56,2,0.1,353.22
ORD-3252,2022-04-04 20:00:00,2022-04-05 20:00:00,Eva,West,Office Supplies,Accessories,Stapler,555.49,9,0.1,292.86
ORD-3253,2022-04-04 21:00:00,2022-04-05 21:00:00,Alice,East,Technology,Storage,Printer,123.57,1,0.0,-64.27
ORD-3254,2022-04-04 22:00:00,2022-04-05 22:00:00,Alice,East,Office Supplies,Tables,Paper,943.38,1,0.2,157.22
ORD-3255,2022-04-04 23:00:00,2022-04-05 23:00:00,Alice,South,Furniture,Binders,Desk,298.0,1,0.0,110.81
ORD-3256,2022-04-05 00:00:00,2022-04-06 00:00:00,Alice,East,Technology,,Printer,923.77,3,0.0,96.71
ORD-3257,2022-04-05 01:00:00,2022-04-06 01:00:00,Charlie,West,Technology,Chairs,Paper,332.58,2,0.0,179.8
ORD-3258,2022-04-05 02:00:00,2022-04-06 02:00:00,David,East,Technology,,Stapler,784.02,3,0.1,487.46
ORD-3259,2022-04-05 03:00:00,2022-04-06 03:00:00,Frank,West,Technology,Storage,Printer,253.73,5,0.2,369.03
ORD-3260,2022-04-05 04:00:00,2022-04-06 04:00:00,Bob,East,Technology,Accessories,Pen,673.07,9,0.0,432.6
ORD-3261,2022-04-05 05:00:00,2022-04-06 05:00:00,Charlie,Central,Furniture,Binders,Paper,330.48,2,0.2,-179.25
ORD-3262,2022-04-05 06:00:00,2022-04-06 06:00:00,Charlie,South,Technology,Storage,Printer,514.07,1,0.3,-101.76
ORD-3263,2022-04-05 07:00:00,2022-04-06 07:00:00,Frank,South,Office Supplies,Accessories,Stapler,677.08,6,0.0,-140.67
ORD-3264,2022-04-05 08:00:00,2022-04-06 08:00:00,Frank,Central,Technology,Accessories,Printer,592.99,3,0.0,-15.74
ORD-3265,2022-04-05 09:00:00,2022-04-06 09:00:00,Bob,Central,Technology,Binders,Printer,580.52,7,0.0,109.32
ORD-3266,2022-04-05 10:00:00,2022-04-06 10:00:00,Bob,South,Technology,Tables,Pen,75.02,6,0.3,249.44
ORD-3267,2022-04-05 11:00:00,2022-04-06 11:00:00,Frank,Central,Technology,Tables,Paper,256.59,7,0.3,
ORD-3268,2022-04-05 12:00:00,2022-04-06 12:00:00,Alice,West,Technology,Tables,Monitor,576.12,5,0.1,432.23
ORD-3269,2022-04-05 13:00:00,2022-04-06 13:00:00,Charlie,,Furniture,Phones,Printer,,1,,457.9
ORD-3270,2022-04-05 14:00:00,2022-04-06 14:00:00,Eva,South,Furniture,Tables,Monitor,258.14,3,0.2,
ORD-3271,2022-04-05 15:00:00,2022-04-06 15:00:00,Bob,Central,Technology,Binders,Desk,236.89,3,,397.04
ORD-3272,2022-04-05 16:00:00,2022-04-06 16:00:00,Bob,West,Furniture,,Printer,257.36,7,0.0,137.21
ORD-3273,2022-04-05 17:00:00,2022-04-06 17:00:00,Frank,South,Office Supplies,Tables,Monitor,540.25,3,0.0,117.33
ORD-3274,2022-04-05 18:00:00,2022-04-06 18:00:00,,Central,Technology,Phones,Desk,586.14,5,0.1,349.46
ORD-3275,2022-04-05 19:00:00,2022-04-06 19:00:00,Eva,South,Office Supplies,Binders,Pen,909.91,4,,-134.8
ORD-3276,2022-04-05 20:00:00,2022-04-06 20:00:00,Eva,Central,Office Supplies,Tables,Paper,392.17,4,0.0,417.75
ORD-3277,2022-04-05 21:00:00,2022-04-06 21:00:00,Bob,South,Technology,Chairs,Printer,927.31,7,,269.6
ORD-3278,2022-04-05 22:00:00,2022-04-06 22:00:00,Alice,West,Office Supplies,Storage,Paper,655.43,1,0.1,412.68
ORD-3279,2022-04-05 23:00:00,2022-04-06 23:00:00,David,West,Office Supplies,Binders,Desk,913.53,7,,496.13
ORD-3280,2022-04-06 00:00:00,2022-04-07 00:00:00,Eva,East,Office Supplies,Accessories,Paper,835.14,8,0.2,162.6
ORD-3281,2022-04-06 01:00:00,2022-04-07 01:00:00,Bob,South,Technology,Accessories,Paper,690.71,3,0.1,-134.72
ORD-3282,2022-04-06 02:00:00,2022-04-07 02:00:00,,East,Technology,,Stapler,362.54,3,,-83.43
ORD-3283,2022-04-06 03:00:00,2022-04-07 03:00:00,David,South,Office Supplies,Accessories,Desk,248.7,4,0.0,26.53
ORD-3284,2022-04-06 04:00:00,2022-04-07 04:00:00,David,Central,Technology,Binders,Paper,230.17,6,0.3,-127.51
ORD-3285,2022-04-06 05:00:00,2022-04-07 05:00:00,Charlie,Central,Technology,Chairs,Monitor,952.65,7,0.3,370.74
ORD-3286,2022-04-06 06:00:00,2022-04-07 06:00:00,Frank,East,Office Supplies,Binders,Desk,958.99,1,0.1,7.81
ORD-3287,2022-04-06 07:00:00,2022-04-07 07:00:00,Frank,South,Technology,Tables,Stapler,727.58,4,0.3,
ORD-3288,2022-04-06 08:00:00,2022-04-07 08:00:00,Bob,East,Furniture,Tables,Printer,884.96,7,0.2,291.81
ORD-3289,2022-04-06 09:00:00,2022-04-07 09:00:00,David,West,Technology,Phones,Pen,919.81,2,0.1,
ORD-3290,2022-04-06 10:00:00,2022-04-07 10:00:00,Charlie,East,Furniture,Accessories,Paper,516.44,1,0.0,133.23
ORD-3291,2022-04-06 11:00:00,2022-04-07 11:00:00,Charlie,East,Office Supplies,Storage,Monitor,632.77,1,0.0,126.82
ORD-3292,2022-04-06 12:00:00,2022-04-07 12:00:00,Eva,Central,Technology,Accessories,Stapler,424.57,6,0.1,144.76
ORD-3293,2022-04-06 13:00:00,2022-04-07 13:00:00,Eva,East,Office Supplies,Binders,Desk,424.31,5,0.3,174.98
ORD-3294,2022-04-06 14:00:00,2022-04-07 14:00:00,Charlie,South,Office Supplies,Storage,Pen,48.04,1,0.3,-178.18
ORD-3295,2022-04-06 15:00:00,2022-04-07 15:00:00,Eva,Central,Office Supplies,Storage,Pen,439.48,3,0.0,280.41
ORD-3296,2022-04-06 16:00:00,2022-04-07 16:00:00,David,East,Office Supplies,Accessories,Paper,676.75,7,0.2,141.03
ORD-3297,2022-04-06 17:00:00,2022-04-07 17:00:00,Alice,West,Office Supplies,Storage,Stapler,427.76,9,0.3,353.68
ORD-3298,2022-04-06 18:00:00,2022-04-07 18:00:00,David,East,Technology,Storage,Stapler,873.69,9,0.2,370.74
ORD-3299,2022-04-06 19:00:00,2022-04-07 19:00:00,,East,Furniture,Tables,Monitor,339.24,6,0.3,-38.63
ORD-3300,2022-04-06 20:00:00,2022-04-07 20:00:00,Charlie,East,Technology,Chairs,Printer,141.36,3,0.1,
ORD-3301,2022-04-06 21:00:00,2022-04-07 21:00:00,David,Central,Technology,Binders,Printer,813.44,1,,292.26
ORD-3302,2022-04-06 22:00:00,2022-04-07 22:00:00,Eva,South,Technology,Accessories,Printer,677.21,3,0.0,484.43
ORD-3303,2022-04-06 23:00:00,2022-04-07 23:00:00,Eva,West,Technology,Tables,Pen,249.4,2,0.1,112.66
ORD-3304,2022-04-07 00:00:00,2022-04-08 00:00:00,Frank,East,Furniture,Phones,Pen,541.09,5,0.3,-18.27
ORD-3305,2022-04-07 01:00:00,2022-04-08 01:00:00,Charlie,South,Technology,Storage,Desk,407.83,8,0.0,-90.33
ORD-3306,2022-04-07 02:00:00,2022-04-08 02:00:00,Bob,South,Office Supplies,Storage,Pen,939.47,5,,
ORD-3307,2022-04-07 03:00:00,2022-04-08 03:00:00,Frank,Central,Technology,Accessories,Pen,611.26,1,,29.54
ORD-3308,2022-04-07 04:00:00,2022-04-08 04:00:00,Eva,West,Technology,Chairs,Stapler,166.81,3,0.3,96.71
ORD-3309,2022-04-07 05:00:00,2022-04-08 05:00:00,David,Central,Furniture,Chairs,Desk,507.13,5,0.0,258.78
ORD-3310,2022-04-07 06:00:00,2022-04-08 06:00:00,Eva,South,Furniture,Accessories,Stapler,,7,0.3,-8.79
ORD-3311,2022-04-07 07:00:00,2022-04-08 07:00:00,David,South,Office Supplies,Accessories,Monitor,674.78,5,,-164.32
ORD-3312,2022-04-07 08:00:00,2022-04-08 08:00:00,Frank,South,Technology,Tables,Monitor,844.03,5,0.1,61.3
ORD-3313,2022-04-07 09:00:00,2022-04-08 09:00:00,Charlie,Central,Technology,Accessories,Desk,257.9,7,0.1,398.94
ORD-3314,2022-04-07 10:00:00,2022-04-08 10:00:00,Eva,West,Technology,Phones,Desk,889.47,8,0.2,148.85
ORD-3315,2022-04-07 11:00:00,2022-04-08 11:00:00,David,East,Office Supplies,Tables,Pen,758.06,8,,475.35
ORD-3316,2022-04-07 12:00:00,2022-04-08 12:00:00,Charlie,Central,Furniture,Storage,Monitor,731.62,7,,152.54
ORD-3317,2022-04-07 13:00:00,2022-04-08 13:00:00,Bob,South,Office Supplies,Storage,Paper,353.08,3,0.3,-6.87
ORD-3318,2022-04-07 14:00:00,2022-04-08 14:00:00,David,Central,Technology,Storage,Printer,888.78,2,0.2,-64.68
ORD-3319,2022-04-07 15:00:00,2022-04-08 15:00:00,Frank,South,Furniture,Storage,Pen,641.6,1,0.2,286.17
ORD-3320,2022-04-07 16:00:00,2022-04-08 16:00:00,Bob,East,Furniture,Binders,Printer,,6,0.0,175.47
ORD-3321,2022-04-07 17:00:00,2022-04-08 17:00:00,Bob,East,Office Supplies,Phones,Monitor,367.36,9,0.3,222.8
ORD-3322,2022-04-07 18:00:00,2022-04-08 18:00:00,Alice,West,Furniture,Tables,Printer,154.2,3,0.1,328.59
ORD-3323,2022-04-07 19:00:00,2022-04-08 19:00:00,Eva,South,Furniture,Tables,Paper,339.01,5,0.0,308.13
ORD-3324,2022-04-07 20:00:00,2022-04-08 20:00:00,David,,Technology,Storage,Paper,460.71,9,0.2,-169.65
ORD-3325,2022-04-07 21:00:00,2022-04-08 21:00:00,Bob,West,Technology,Chairs,Stapler,538.07,9,0.1,361.8
ORD-3326,2022-04-07 22:00:00,2022-04-08 22:00:00,Alice,East,Furniture,Tables,Desk,515.7,7,,172.89
ORD-3327,2022-04-07 23:00:00,2022-04-08 23:00:00,Frank,Central,Furniture,Phones,Printer,550.59,4,0.3,74.2
ORD-3328,2022-04-08 00:00:00,2022-04-09 00:00:00,Charlie,Central,Office Supplies,Accessories,Paper,843.29,2,0.2,176.26
ORD-3329,2022-04-08 01:00:00,2022-04-09 01:00:00,David,West,Office Supplies,,Desk,178.4,2,,228.72
ORD-3330,2022-04-08 02:00:00,2022-04-09 02:00:00,Bob,East,Furniture,Storage,Desk,322.89,4,0.2,-95.35
ORD-3331,2022-04-08 03:00:00,2022-04-09 03:00:00,Eva,South,Technology,Storage,Stapler,889.72,1,0.1,92.19
